,isFaculty,isStaff,isStudent,building,buildingKey,room,comfort,quarter,timestamp,activity,clothing
14788,FALSE,True,False,,,,,fall2016,Wed Dec 07 2016 11:52:23 GMT-0800 (PST),,
14789,FALSE,True,False,Meyer Hall,DV-01-000955,1417,Chilly,fall2016,Wed Dec 07 2016 11:54:56 GMT-0800 (PST),,
14790,FALSE,True,False,Social Sciences & Humanities,DV-01-001066,1242,Cold,fall2016,Wed Dec 07 2016 11:39:09 GMT-0800 (PST),,
14791,FALSE,True,True,Meyer Hall,DV-01-000955,1143,Chilly,fall2016,Wed Dec 07 2016 12:01:24 GMT-0800 (PST),,
14792,FALSE,False,True,Shields Library,DV-01-000056,4th Floor,Perfect,fall2016,Wed Dec 07 2016 11:46:58 GMT-0800 (PST),,
14793,FALSE,True,True,Shields Library,DV-01-000056,90A,Chilly,fall2016,Wed Dec 07 2016 11:35:48 GMT-0800 (PST),,
14794,FALSE,True,True,,,,,fall2016,Wed Dec 07 2016 12:04:18 GMT-0800 (PST),,
14795,FALSE,True,True,Ghausi Hall,DV-01-001212,3001,Chilly,fall2016,Wed Dec 07 2016 12:11:57 GMT-0800 (PST),,
14796,TRUE,False,False,Meyer Hall,DV-01-000955,2335,Cold,fall2016,Wed Dec 07 2016 12:22:48 GMT-0800 (PST),,
14797,FALSE,True,True,Social Sciences & Humanities,DV-01-001066,2275,Cold,fall2016,Wed Dec 07 2016 10:53:06 GMT-0800 (PST),,
14798,TRUE,False,False,Meyer Hall,DV-01-000955,2123,Cold,fall2016,Wed Dec 07 2016 12:23:48 GMT-0800 (PST),,
14799,TRUE,False,False,Meyer Hall,DV-01-000955,2327,Cold,fall2016,Wed Dec 07 2016 12:25:43 GMT-0800 (PST),,
14800,FALSE,True,False,Meyer Hall,DV-01-000955,1249,,fall2016,Wed Dec 07 2016 12:26:10 GMT-0800 (PST),,
14801,FALSE,True,False,,,,,fall2016,Wed Dec 07 2016 12:19:08 GMT-0800 (PST),,
14802,FALSE,False,True,Tercero 3 Bldg 4 - Live Oak,DV-01-001923,224a,Perfect,fall2016,Wed Dec 07 2016 12:34:11 GMT-0800 (PST),,
14803,FALSE,True,True,Meyer Hall,DV-01-000955,1403,Cold,fall2016,Wed Dec 07 2016 12:08:31 GMT-0800 (PST),,
14804,FALSE,True,True,Shields Library,DV-01-000056,3rd Floor,Perfect,fall2016,Wed Dec 07 2016 12:10:19 GMT-0800 (PST),,
14805,FALSE,False,True,Hunt Hall,DV-01-000092,178,Chilly,fall2016,Wed Dec 07 2016 13:03:39 GMT-0800 (PST),,
14806,FALSE,True,False,Meyer Hall,DV-01-000955,1309,Perfect,fall2016,Wed Dec 07 2016 12:17:22 GMT-0800 (PST),,
14807,FALSE,True,False,Meyer Hall,DV-01-000955,1307,Chilly,fall2016,Wed Dec 07 2016 12:19:18 GMT-0800 (PST),,
14808,FALSE,False,True,Tercero 3 Bldg 1 - Pine,DV-01-001920,305,Chilly,fall2016,Wed Dec 07 2016 13:04:06 GMT-0800 (PST),,
14809,TRUE,False,False,Meyer Hall,DV-01-000955,2239,Chilly,fall2016,Wed Dec 07 2016 13:36:22 GMT-0800 (PST),,
14810,FALSE,True,False,Plant & Environmental Sciences,DV-01-001239,3116,Cold,fall2016,Wed Dec 07 2016 13:45:35 GMT-0800 (PST),,
14811,FALSE,True,True,Ghausi Hall,DV-01-001212,1124,Cold,fall2016,Wed Dec 07 2016 13:26:04 GMT-0800 (PST),,
14812,FALSE,True,False,Meyer Hall,DV-01-000955,1251,Perfect,fall2016,Wed Dec 07 2016 13:46:16 GMT-0800 (PST),,
14813,FALSE,False,True,Emerson Hall,DV-01-000943,114B,Cold,fall2016,Wed Dec 07 2016 14:16:12 GMT-0800 (PST),,
14814,FALSE,True,False,Social Sciences & Humanities,DV-01-001066,2119,Chilly,fall2016,Wed Dec 07 2016 13:07:28 GMT-0800 (PST),,
14815,FALSE,True,True,Shields Library,DV-01-000056,1st floor,Cold,fall2016,Wed Dec 07 2016 16:29:26 GMT-0800 (PST),,
14816,FALSE,False,True,Segundo North - Henry Alder Hall,DV-01-001562,419,Chilly,fall2016,Wed Dec 07 2016 16:34:58 GMT-0800 (PST),,
14817,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Wed Dec 07 2016 15:29:43 GMT-0800 (PST),,
14818,FALSE,True,False,,,,,fall2016,Wed Dec 07 2016 14:31:55 GMT-0800 (PST),,
14819,FALSE,True,False,Meyer Hall,DV-01-000955,3135D,Chilly,fall2016,Wed Dec 07 2016 16:52:35 GMT-0800 (PST),,
14820,FALSE,True,True,Bainer Hall,DV-01-000462,3026,Perfect,fall2016,Wed Dec 07 2016 17:27:57 GMT-0800 (PST),,
14821,FALSE,False,True,Shields Library,DV-01-000056,Main reading room,Perfect,fall2016,Wed Dec 07 2016 17:48:32 GMT-0800 (PST),,
14822,FALSE,False,True,,,,,fall2016,Wed Dec 07 2016 17:56:31 GMT-0800 (PST),,
14823,FALSE,True,True,Segundo Services Center,DV-01-001811,1100,Perfect,fall2016,Wed Dec 07 2016 18:09:53 GMT-0800 (PST),,
14824,TRUE,False,False,Meyer Hall,DV-01-000955,2137,Perfect,fall2016,Wed Dec 07 2016 13:59:33 GMT-0800 (PST),,
14825,FALSE,False,True,Shields Library,DV-01-000056,Floor 3,Chilly,fall2016,Wed Dec 07 2016 15:19:16 GMT-0800 (PST),,
14826,FALSE,True,False,University Services Building,DV-01-000982,276,Perfect,fall2016,Wed Dec 07 2016 13:32:02 GMT-0800 (PST),,
14827,FALSE,True,True,The Grove ,,1309,Cold,fall2016,Wed Dec 07 2016 18:12:14 GMT-0800 (PST),,
14828,FALSE,False,True,,,,,fall2016,Wed Dec 07 2016 19:41:28 GMT-0800 (PST),,
14829,FALSE,False,True,Kearney Hall,DV-01-001570,405,Chilly,fall2016,Wed Dec 07 2016 21:36:50 GMT-0800 (PST),,
14830,FALSE,False,True,Regan Campo,DV-01-000349,101A,Chilly,fall2016,Thu Dec 08 2016 00:48:03 GMT-0800 (PST),,
14831,FALSE,False,True,,,,,fall2016,Thu Dec 08 2016 02:20:33 GMT-0800 (PST),,
14832,FALSE,False,True,,,,,fall2016,Wed Dec 07 2016 20:38:14 GMT-0800 (PST),,
14833,FALSE,False,True,Tercero Potter,DV-01-001825,111,Chilly,fall2016,Thu Dec 08 2016 01:51:28 GMT-0800 (PST),,
14834,TRUE,False,False,Olson Hall,DV-01-000290,141,Chilly,fall2016,Wed Dec 07 2016 19:12:40 GMT-0800 (PST),,
14835,FALSE,False,True,Wellman Hall,DV-01-000643,106,Hot,fall2016,Thu Dec 08 2016 01:56:18 GMT-0800 (PST),,
14836,TRUE,False,False,,,,,fall2016,Thu Dec 08 2016 06:49:44 GMT-0800 (PST),,
14837,FALSE,False,True,,,,,fall2016,Wed Dec 07 2016 19:42:49 GMT-0800 (PST),,
14838,FALSE,True,False,Meyer Hall,DV-01-000955,3135,Cold,fall2016,Thu Dec 08 2016 09:00:06 GMT-0800 (PST),,
14839,FALSE,True,False,Sciences Lab Building,DV-01-001553,1033B,Cold,fall2016,Thu Dec 08 2016 08:41:34 GMT-0800 (PST),,
14840,FALSE,True,False,Sciences Lab Building,DV-01-001553,1033B,Cold,fall2016,Thu Dec 08 2016 09:16:43 GMT-0800 (PST),,
14841,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Thu Dec 08 2016 09:27:39 GMT-0800 (PST),,
14842,FALSE,False,True,Segundo Gilmore,DV-01-000202,520,Chilly,fall2016,Thu Dec 08 2016 07:10:09 GMT-0800 (PST),,
14843,FALSE,True,False,Meyer Hall,DV-01-000955,1249,Chilly,fall2016,Thu Dec 08 2016 09:06:19 GMT-0800 (PST),,
14844,FALSE,False,True,Earth and Physical Sciences Building,DV-01-001762,1314,Chilly,fall2016,Thu Dec 08 2016 09:18:08 GMT-0800 (PST),,
14845,FALSE,True,True,Social Sciences & Humanities,DV-01-001066,200,Chilly,fall2016,Thu Dec 08 2016 09:07:47 GMT-0800 (PST),,
14846,FALSE,True,True,,,,,fall2016,Thu Dec 08 2016 10:04:55 GMT-0800 (PST),,
14847,FALSE,True,False,office of research,,100,,fall2016,Thu Dec 08 2016 08:25:40 GMT-0800 (PST),,
14848,FALSE,True,True,,,,,fall2016,Thu Dec 08 2016 10:05:14 GMT-0800 (PST),,
14849,FALSE,False,True,King Hall,DV-01-000609,2304,Cold,fall2016,Thu Dec 08 2016 10:34:51 GMT-0800 (PST),,
14850,FALSE,False,True,King Hall,DV-01-000609,2304,Chilly,fall2016,Thu Dec 08 2016 10:35:35 GMT-0800 (PST),,
14851,FALSE,True,False,Hoagland Hall,DV-01-000190,130,Chilly,fall2016,Thu Dec 08 2016 10:33:36 GMT-0800 (PST),,
14852,FALSE,True,True,Bainer Hall,DV-01-000462,1318A,Warm,fall2016,Thu Dec 08 2016 11:08:36 GMT-0800 (PST),,
14853,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Thu Dec 08 2016 11:45:28 GMT-0800 (PST),,
14854,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Thu Dec 08 2016 11:44:45 GMT-0800 (PST),,
14855,FALSE,True,False,Hoagland Hall,DV-01-000190,130,Cold,fall2016,Thu Dec 08 2016 10:33:30 GMT-0800 (PST),,
14856,FALSE,True,False,Meyer Hall,DV-01-000955,3135,Cold,fall2016,Thu Dec 08 2016 11:45:49 GMT-0800 (PST),,
14857,FALSE,True,False,Academic Surge Building,DV-01-001032,2011,Cold,fall2016,Thu Dec 08 2016 11:25:45 GMT-0800 (PST),,
14858,FALSE,True,True,Shields Library,DV-01-000056,main,,fall2016,Thu Dec 08 2016 13:48:59 GMT-0800 (PST),,
14859,FALSE,True,True,,,,,fall2016,Thu Dec 08 2016 13:25:21 GMT-0800 (PST),,
14860,FALSE,False,True,,,,,fall2016,Thu Dec 08 2016 15:13:00 GMT-0800 (PST),,
14861,FALSE,True,False,Young Hall,DV-01-000058,101,Chilly,fall2016,Thu Dec 08 2016 15:12:33 GMT-0800 (PST),,
14862,FALSE,True,True,Meyer Hall,DV-01-000955,1403,Cold,fall2016,Thu Dec 08 2016 15:13:02 GMT-0800 (PST),,
14863,FALSE,True,True,Bainer Hall,DV-01-000462,M1318A,Hot,fall2016,Thu Dec 08 2016 11:10:53 GMT-0800 (PST),,
14864,FALSE,True,True,,,,,fall2016,Thu Dec 08 2016 15:31:19 GMT-0800 (PST),,
14865,FALSE,False,True,King Hall,DV-01-000609,2304,Chilly,fall2016,Thu Dec 08 2016 15:19:17 GMT-0800 (PST),,
14866,FALSE,False,True,Young Hall,DV-01-000058,hallway,Hot,fall2016,Thu Dec 08 2016 15:31:33 GMT-0800 (PST),,
14867,FALSE,True,False,Plant & Environmental Sciences,DV-01-001239,3116,Perfect,fall2016,Thu Dec 08 2016 15:41:49 GMT-0800 (PST),,
14868,FALSE,False,True,,,,,fall2016,Thu Dec 08 2016 16:27:20 GMT-0800 (PST),,
14869,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Thu Dec 08 2016 16:47:28 GMT-0800 (PST),,
14870,FALSE,False,True,Haring Hall,DV-01-000098,1227,Cold,fall2016,Thu Dec 08 2016 12:12:16 GMT-0800 (PST),,
14871,FALSE,False,True,,,,,fall2016,Thu Dec 08 2016 18:10:41 GMT-0800 (PST),,
14872,FALSE,False,True,Haring Hall,DV-01-000098,1227,Cold,fall2016,Thu Dec 08 2016 12:09:53 GMT-0800 (PST),,
14873,FALSE,True,False,Social Sciences & Humanities,DV-01-001066,1237,Cold,fall2016,Thu Dec 08 2016 17:20:05 GMT-0800 (PST),,
14874,FALSE,False,True,,,,,fall2016,Thu Dec 08 2016 19:19:26 GMT-0800 (PST),,
14875,FALSE,False,True,,,,,fall2016,Thu Dec 08 2016 15:32:47 GMT-0800 (PST),,
14876,FALSE,False,True,,,,,fall2016,Thu Dec 08 2016 19:34:13 GMT-0800 (PST),,
14877,FALSE,False,True,Kearney Hall,DV-01-001570,210,Warm,fall2016,Thu Dec 08 2016 20:27:44 GMT-0800 (PST),,
14878,FALSE,False,True,Regan Talara,DV-01-000352,209A,Chilly,fall2016,Thu Dec 08 2016 20:43:30 GMT-0800 (PST),,
14879,FALSE,False,True,King Hall,DV-01-000609,LSA Workroom,Cold,fall2016,Thu Dec 08 2016 15:32:28 GMT-0800 (PST),,
14880,FALSE,False,True,,,,,fall2016,Thu Dec 08 2016 21:05:40 GMT-0800 (PST),,
14881,FALSE,False,True,,,,,fall2016,Thu Dec 08 2016 21:40:09 GMT-0800 (PST),,
14882,FALSE,False,True,Segundo Ryerson,DV-01-000279,208,Cold,fall2016,Fri Dec 09 2016 00:13:26 GMT-0800 (PST),,
14883,FALSE,False,True,,,,,fall2016,Thu Dec 08 2016 20:50:34 GMT-0800 (PST),,
14884,FALSE,False,True,Hunt Hall,DV-01-000092,168,Cold,fall2016,Fri Dec 09 2016 01:08:38 GMT-0800 (PST),,
14885,FALSE,True,True,,,,,fall2016,Fri Dec 09 2016 00:25:03 GMT-0800 (PST),,
14886,FALSE,False,True,Tercero Potter,DV-01-001825,304A,Perfect,fall2016,Thu Dec 08 2016 23:20:51 GMT-0800 (PST),,
14887,FALSE,False,True,Hunt Hall,DV-01-000092,168,Cold,fall2016,Fri Dec 09 2016 01:11:35 GMT-0800 (PST),,
14888,FALSE,False,True,Hunt Hall,DV-01-000092,178,Cold,fall2016,Fri Dec 09 2016 02:04:56 GMT-0800 (PST),,
14889,FALSE,False,True,Segundo Bixby,DV-01-000203,517,Perfect,fall2016,Thu Dec 08 2016 19:44:09 GMT-0800 (PST),,
14890,FALSE,True,False,Mrak Hall,DV-01-000442,"5th Floor, Office of Research",Cold,fall2016,Fri Dec 09 2016 09:07:51 GMT-0800 (PST),,
14891,FALSE,True,False,Mrak Hall ,,"5th Floor, Office of Research cubicle",Perfect,fall2016,Fri Dec 09 2016 09:02:48 GMT-0800 (PST),,
14892,TRUE,False,False,Meyer Hall,DV-01-000955,2245,Hot,fall2016,Fri Dec 09 2016 09:43:21 GMT-0800 (PST),,
14893,FALSE,False,True,Primero Grove Spruce,DV-01-001747,308,Chilly,fall2016,Thu Dec 08 2016 17:59:06 GMT-0800 (PST),,
14894,FALSE,True,True,Dutton Hall,DV-01-001204,2205,,fall2016,Fri Dec 09 2016 11:06:07 GMT-0800 (PST),,
14895,FALSE,True,False,,,,,fall2016,Fri Dec 09 2016 13:03:29 GMT-0800 (PST),,
14896,FALSE,True,True,Emerson Hall,DV-01-000943,307A,Perfect,fall2016,Fri Dec 09 2016 13:10:27 GMT-0800 (PST),,
14897,FALSE,True,False,Cowell Building,DV-01-000126,13,Perfect,fall2016,Fri Dec 09 2016 12:58:07 GMT-0800 (PST),,
14898,FALSE,True,False,,,,,fall2016,Fri Dec 09 2016 13:31:31 GMT-0800 (PST),,
14899,FALSE,False,True,Primero Grove Magnolia,DV-01-001746,342A,Chilly,fall2016,Fri Dec 09 2016 13:58:46 GMT-0800 (PST),,
14900,FALSE,True,True,Chemistry,DV-01-000453,179,Cold,fall2016,Fri Dec 09 2016 12:20:32 GMT-0800 (PST),,
14901,FALSE,False,True,Wellman Hall,DV-01-000643,107,Perfect,fall2016,Fri Dec 09 2016 17:56:02 GMT-0800 (PST),,
14902,FALSE,True,True,,,,,fall2016,Fri Dec 09 2016 18:00:28 GMT-0800 (PST),,
14903,FALSE,False,True,Webster Hall,DV-01-000944,208,Cold,fall2016,Fri Dec 09 2016 15:45:27 GMT-0800 (PST),,
14904,FALSE,True,False,,,,,fall2016,Fri Dec 09 2016 12:56:44 GMT-0800 (PST),,
14905,FALSE,False,True,Primero Grove Spruce,DV-01-001747,308,Warm,fall2016,Fri Dec 09 2016 15:25:26 GMT-0800 (PST),,
14906,FALSE,False,True,,,,,fall2016,Fri Dec 09 2016 19:01:21 GMT-0800 (PST),,
14907,FALSE,False,True,,,,,fall2016,Sat Dec 10 2016 17:59:17 GMT-0800 (PST),,
14908,FALSE,False,True,,,,,fall2016,Fri Dec 09 2016 16:21:11 GMT-0800 (PST),,
14909,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Fri Dec 09 2016 13:25:35 GMT-0800 (PST),,
14910,TRUE,False,False,Social Sciences & Humanities,DV-01-001066,2290,Perfect,fall2016,Fri Dec 09 2016 21:47:46 GMT-0800 (PST),,
14911,FALSE,False,True,,,,,fall2016,Sat Dec 10 2016 23:00:40 GMT-0800 (PST),,
14912,FALSE,False,True,,,,,fall2016,Sun Dec 11 2016 18:21:01 GMT-0800 (PST),,
14913,FALSE,False,True,,,,,fall2016,Sun Dec 11 2016 18:15:50 GMT-0800 (PST),,
14914,FALSE,False,True,Wellman Hall,DV-01-000643,216,Hot,fall2016,Sun Dec 11 2016 19:40:32 GMT-0800 (PST),,
14915,FALSE,False,True,Wellman Hall,DV-01-000643,1,Perfect,fall2016,Sun Dec 11 2016 20:02:45 GMT-0800 (PST),,
14916,FALSE,True,True,,,,,fall2016,Fri Dec 09 2016 23:37:44 GMT-0800 (PST),,
14917,FALSE,True,False,260 cousteau,,110,Cold,fall2016,Mon Dec 12 2016 09:25:25 GMT-0800 (PST),,
14918,FALSE,False,True,,,,,fall2016,Sun Dec 11 2016 20:10:10 GMT-0800 (PST),,
14919,FALSE,True,True,Wickson Hall,DV-01-000194,2061,Chilly,fall2016,Mon Dec 12 2016 10:23:12 GMT-0800 (PST),,
14920,FALSE,True,True,Mathematical Sciences Building,DV-01-001573,3114,Hot,fall2016,Sat Dec 10 2016 17:52:24 GMT-0800 (PST),,
14921,FALSE,False,True,,,,,fall2016,Mon Dec 12 2016 10:50:07 GMT-0800 (PST),,
14922,FALSE,True,True,Shields Library,DV-01-000056,None,Perfect,fall2016,Mon Dec 12 2016 10:57:05 GMT-0800 (PST),,
14923,FALSE,False,True,,,,,fall2016,Mon Dec 12 2016 11:08:50 GMT-0800 (PST),,
14924,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Mon Dec 12 2016 09:07:48 GMT-0800 (PST),,
14925,FALSE,False,True,,,,,fall2016,Sun Dec 11 2016 22:27:11 GMT-0800 (PST),,
14926,FALSE,True,False,Rifle Range,DV-01-000158,1200,Cold,fall2016,Mon Dec 12 2016 11:10:13 GMT-0800 (PST),,
14927,FALSE,True,True,Wickson Hall,DV-01-000194,2nd floor Women's restroom,Cold,fall2016,Mon Dec 12 2016 10:24:10 GMT-0800 (PST),,
14928,FALSE,False,True,Primero Grove Magnolia,DV-01-001746,240A,Chilly,fall2016,Sat Dec 10 2016 22:06:55 GMT-0800 (PST),,
14929,FALSE,False,True,Kearney Hall,DV-01-001570,406,Perfect,fall2016,Sun Dec 11 2016 20:10:11 GMT-0800 (PST),,
14930,FALSE,False,True,,,,,fall2016,Mon Dec 12 2016 19:24:09 GMT-0800 (PST),,
14931,FALSE,False,True,,,,,fall2016,Mon Dec 12 2016 21:45:11 GMT-0800 (PST),,
14932,FALSE,True,False,,,,,fall2016,Tue Dec 13 2016 08:17:37 GMT-0800 (PST),,
14933,FALSE,True,False,Rifle Range,DV-01-000158,1201,Perfect,fall2016,Tue Dec 13 2016 10:28:06 GMT-0800 (PST),,
14934,FALSE,True,False,Meyer Hall,DV-01-000955,1417,Cold,fall2016,Mon Dec 12 2016 11:47:42 GMT-0800 (PST),,
14935,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Mon Dec 12 2016 13:41:19 GMT-0800 (PST),,
14936,FALSE,True,False,Academic Surge Building,DV-01-001032,2055,Perfect,fall2016,Tue Dec 13 2016 12:13:37 GMT-0800 (PST),,
14937,TRUE,False,False,Life Sciences,DV-01-001170,2129,Cold,fall2016,Mon Dec 12 2016 17:36:18 GMT-0800 (PST),,
14938,FALSE,True,True,Ghausi Hall,DV-01-001212,1007,Cold,fall2016,Tue Dec 13 2016 10:46:01 GMT-0800 (PST),,
14939,FALSE,True,False,Rifle Range,DV-01-000158,1200,Perfect,fall2016,Tue Dec 13 2016 11:52:08 GMT-0800 (PST),,
14940,FALSE,True,False,Kemper Hall,DV-01-001040,1007,Perfect,fall2016,Tue Dec 13 2016 12:14:43 GMT-0800 (PST),,
14941,FALSE,True,False,,,,,fall2016,Tue Dec 13 2016 12:16:24 GMT-0800 (PST),,
14942,FALSE,False,True,,,,,fall2016,Mon Dec 12 2016 11:54:49 GMT-0800 (PST),,
14943,FALSE,False,True,Food Science & Technology,DV-01-000333,420,,fall2016,Tue Dec 13 2016 12:26:08 GMT-0800 (PST),,
14944,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Mon Dec 12 2016 13:39:10 GMT-0800 (PST),,
14945,FALSE,True,True,,,,,fall2016,Tue Dec 13 2016 12:35:35 GMT-0800 (PST),,
14946,FALSE,True,True,,,,,fall2016,Tue Dec 13 2016 15:02:01 GMT-0800 (PST),,
14947,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Tue Dec 13 2016 12:45:03 GMT-0800 (PST),,
14948,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Tue Dec 13 2016 15:16:28 GMT-0800 (PST),,
14949,FALSE,True,False,Mrak Hall,DV-01-000442,150B,Warm,fall2016,Tue Dec 13 2016 15:22:14 GMT-0800 (PST),,
14950,FALSE,True,False,Rifle Range,DV-01-000158,East conference,Perfect,fall2016,Tue Dec 13 2016 13:04:37 GMT-0800 (PST),,
14951,FALSE,False,True,Valley Hall,DV-01-001581,1030,Warm,fall2016,Tue Dec 13 2016 15:43:16 GMT-0800 (PST),,
14952,FALSE,True,False,Kemper Hall,DV-01-001040,1007 and 1003,Cold,fall2016,Tue Dec 13 2016 17:34:25 GMT-0800 (PST),,
14953,FALSE,True,False,,,,,fall2016,Tue Dec 13 2016 16:13:33 GMT-0800 (PST),,
14954,FALSE,False,True,,,,,fall2016,Tue Dec 13 2016 18:00:07 GMT-0800 (PST),,
14955,FALSE,True,False,,,,,fall2016,Tue Dec 13 2016 12:21:18 GMT-0800 (PST),,
14956,FALSE,False,True,,,,,fall2016,Tue Dec 13 2016 21:19:22 GMT-0800 (PST),,
14957,FALSE,True,False,Kemper Hall,DV-01-001040,1007,Chilly,fall2016,Tue Dec 13 2016 12:20:32 GMT-0800 (PST),,
14958,FALSE,False,True,,,,,fall2016,Tue Dec 13 2016 22:20:51 GMT-0800 (PST),,
14959,FALSE,True,True,Meyer Hall,DV-01-000955,1403,Cold,fall2016,Tue Dec 13 2016 12:33:35 GMT-0800 (PST),,
14960,FALSE,False,True,Shields Library,DV-01-000056,24 study room,Chilly,fall2016,Wed Dec 14 2016 00:24:48 GMT-0800 (PST),,
14961,FALSE,False,True,,,,,fall2016,Wed Dec 14 2016 04:48:18 GMT-0800 (PST),,
14962,FALSE,True,False,Rifle Range,DV-01-000158,1200,Perfect,fall2016,Wed Dec 14 2016 09:07:40 GMT-0800 (PST),,
14963,FALSE,True,False,Kemper Hall,DV-01-001040,1007,Chilly,fall2016,Tue Dec 13 2016 12:23:23 GMT-0800 (PST),,
14964,FALSE,True,False,Rifle Range,DV-01-000158,1200,Perfect,fall2016,Wed Dec 14 2016 09:09:47 GMT-0800 (PST),,
14965,FALSE,True,False,,,,,fall2016,Wed Dec 14 2016 09:09:25 GMT-0800 (PST),,
14966,FALSE,True,False,,,,,fall2016,Wed Dec 14 2016 09:09:55 GMT-0800 (PST),,
14967,FALSE,False,True,,,,,fall2016,Tue Dec 13 2016 22:33:36 GMT-0800 (PST),,
14968,FALSE,True,False,150 Mrak Hall,,,Chilly,fall2016,Wed Dec 14 2016 13:12:56 GMT-0800 (PST),,
14969,FALSE,True,True,Conference Center,DV-01-001761,2nd Floor,Perfect,fall2016,Wed Dec 14 2016 12:28:46 GMT-0800 (PST),,
14970,FALSE,False,True,,,,,fall2016,Tue Dec 13 2016 20:01:59 GMT-0800 (PST),,
14971,FALSE,True,False,University Services Building,DV-01-000982,172,Cold,fall2016,Wed Dec 14 2016 10:22:30 GMT-0800 (PST),,
14972,FALSE,True,False,Mrak Hall,DV-01-000442,143,Chilly,fall2016,Wed Dec 14 2016 13:17:44 GMT-0800 (PST),,
14973,FALSE,True,False,Mrak Hall,DV-01-000442,145,Perfect,fall2016,Wed Dec 14 2016 13:18:19 GMT-0800 (PST),,
14974,FALSE,False,True,Tercero 3 Bldg 2 - Scrub Oak,DV-01-001921,306,Chilly,fall2016,Wed Dec 14 2016 22:58:44 GMT-0800 (PST),,
14975,FALSE,True,False,Kemper Hall,DV-01-001040,1007,Cold,fall2016,Tue Dec 13 2016 20:57:57 GMT-0800 (PST),,
14976,FALSE,True,False,Rifle Range,DV-01-000158,1205,Perfect,fall2016,Wed Dec 14 2016 09:22:12 GMT-0800 (PST),,
14977,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Thu Dec 15 2016 11:36:59 GMT-0800 (PST),,
14978,FALSE,False,True,,,,,fall2016,Wed Dec 14 2016 15:02:09 GMT-0800 (PST),,
14979,FALSE,True,False,Vet Med 3A,DV-01-001589,2313,Chilly,fall2016,Thu Dec 15 2016 12:16:46 GMT-0800 (PST),,
14980,FALSE,False,True,,,,,fall2016,Wed Dec 14 2016 14:20:16 GMT-0800 (PST),,
14981,FALSE,False,True,Thoreau Hall,DV-01-000991,207,Cold,fall2016,Thu Dec 15 2016 11:31:13 GMT-0800 (PST),,
14982,FALSE,True,True,University Extension Building,DV-01-000974,152,Perfect,fall2016,Thu Dec 15 2016 12:25:28 GMT-0800 (PST),,
14983,FALSE,False,True,Wellman Hall,DV-01-000643,126,Perfect,fall2016,Thu Dec 15 2016 12:36:17 GMT-0800 (PST),,
14984,FALSE,False,True,Tercero 3 Bldg 7 - Hawthorn,DV-01-001926,110,Chilly,fall2016,Thu Dec 15 2016 13:16:55 GMT-0800 (PST),,
14985,FALSE,False,True,Art Building Annex,DV-01-000048,204,Hot,fall2016,Thu Dec 15 2016 13:18:59 GMT-0800 (PST),,
14986,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Thu Dec 15 2016 16:01:19 GMT-0800 (PST),,
14987,FALSE,True,True,,,,,fall2016,Wed Dec 14 2016 23:02:47 GMT-0800 (PST),,
14988,TRUE,False,False,Storer Hall,DV-01-000558,4314,Hot,fall2016,Fri Dec 16 2016 10:23:44 GMT-0800 (PST),,
14989,FALSE,False,True,,,,,fall2016,Fri Dec 16 2016 09:25:17 GMT-0800 (PST),,
14990,FALSE,True,True,University Extension Building,DV-01-000974,152,Hot,fall2016,Fri Dec 16 2016 10:30:56 GMT-0800 (PST),,
14991,FALSE,False,True,,,,,fall2016,Thu Dec 15 2016 18:54:22 GMT-0800 (PST),,
14992,FALSE,False,True,,,,,fall2016,Thu Dec 15 2016 00:39:48 GMT-0800 (PST),,
14993,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Fri Dec 16 2016 10:58:39 GMT-0800 (PST),,
14994,FALSE,False,True,Vet Med 3A-MPT,DV-01-001588,2110,Hot,fall2016,Fri Dec 16 2016 09:57:37 GMT-0800 (PST),,
14995,FALSE,True,True,,,,,fall2016,Fri Dec 16 2016 13:06:34 GMT-0800 (PST),,
14996,FALSE,True,True,,,,,fall2016,Fri Dec 16 2016 10:36:34 GMT-0800 (PST),,
14997,FALSE,True,True,,,,,fall2016,Fri Dec 16 2016 13:07:37 GMT-0800 (PST),,
14998,FALSE,True,False,Hoagland Hall,DV-01-000190,106,Cold,fall2016,Fri Dec 16 2016 09:58:40 GMT-0800 (PST),,
14999,FALSE,True,False,Briggs Hall,DV-01-000681,270,Cold,fall2016,Fri Dec 16 2016 16:04:00 GMT-0800 (PST),,
